time, mass, altitude, velocity, Mach
4.99, 47.50, 0.00, 0.00, 0.00
5.00, 47.49, 0.00, 0.00, 0.00
5.01, 47.49, 0.00, 0.00, 0.00
5.02, 47.48, 0.00, 0.00, 0.00
5.03, 47.48, 0.00, 0.00, 0.00
5.04, 47.47, 0.00, 0.00, 0.00
5.05, 47.47, 0.00, 0.00, 0.00
5.06, 47.46, 0.00, 0.00, 0.00
5.07, 47.46, 0.00, 0.00, 0.00
5.08, 47.45, 0.00, 0.00, 0.00
5.09, 47.45, 0.00, 0.00, 0.00
5.10, 47.44, 0.00, 0.00, 0.00
5.11, 47.44, 0.00, 0.00, 0.00
5.12, 47.43, 0.00, 0.00, 0.00
5.13, 47.43, 0.00, 0.00, 0.00
5.14, 47.42, 0.00, 0.00, 0.00
5.15, 47.42, 0.00, 0.00, 0.00
5.16, 47.41, 0.00, 0.00, 0.00
5.17, 47.41, 0.00, 0.00, 0.00
5.18, 47.40, 0.00, 0.00, 0.00
5.19, 47.40, 0.00, 0.00, 0.00
5.20, 47.39, 0.00, 0.00, 0.00
5.21, 47.39, 0.00, 0.00, 0.00
5.22, 47.38, 0.00, 0.00, 0.00
5.23, 47.38, 0.00, 0.00, 0.00
5.24, 47.37, 0.00, 0.00, 0.00
5.25, 47.37, 0.00, 0.00, 0.00
5.26, 47.36, 0.00, 0.00, 0.00
5.27, 47.36, 0.00, 0.00, 0.00
5.28, 47.35, 0.00, 0.00, 0.00
5.29, 47.35, 0.00, 0.00, 0.00
5.30, 47.34, 0.00, 0.00, 0.00
5.31, 47.34, 0.00, 0.00, 0.00
5.32, 47.33, 0.00, 0.00, 0.00
5.33, 47.33, 0.00, 0.00, 0.00
5.34, 47.32, 0.00, 0.00, 0.00
5.35, 47.32, 0.00, 0.00, 0.00
5.36, 47.31, 0.00, 0.00, 0.00
5.37, 47.31, 0.00, 0.00, 0.00
5.38, 47.30, 0.00, 0.00, 0.00
5.39, 47.30, 0.00, 0.00, 0.00
5.40, 47.29, 0.00, 0.00, 0.00
5.41, 47.29, 0.00, 0.00, 0.00
5.42, 47.28, 0.00, 0.00, 0.00
5.43, 47.28, 0.00, 0.00, 0.00
5.44, 47.27, 0.00, 0.00, 0.00
5.45, 47.27, 0.00, 0.00, 0.00
5.46, 47.26, 0.00, 0.00, 0.00
5.47, 47.26, 0.00, 0.00, 0.00
5.48, 47.25, 0.00, 0.00, 0.00
5.49, 47.25, 0.00, 0.00, 0.00
5.50, 47.24, 0.00, 0.00, 0.00
5.51, 47.24, 0.00, 0.00, 0.00
5.52, 47.23, 0.00, 0.00, 0.00
5.53, 47.23, 0.00, 0.00, 0.00
5.54, 47.22, 0.00, 0.00, 0.00
5.55, 47.22, 0.00, 0.00, 0.00
5.56, 47.21, 0.00, 0.00, 0.00
5.57, 47.21, 0.00, 0.00, 0.00
5.58, 47.20, 0.00, 0.00, 0.00
5.59, 47.20, 0.00, 0.00, 0.00
5.60, 47.19, 0.00, 0.00, 0.00
5.61, 47.19, 0.00, 0.00, 0.00
5.62, 47.18, 0.00, 0.00, 0.00
5.63, 47.18, 0.00, 0.00, 0.00
5.64, 47.17, 0.00, 0.00, 0.00
5.65, 47.17, 0.00, 0.00, 0.00
5.66, 47.16, 0.00, 0.00, 0.00
5.67, 47.16, 0.00, 0.00, 0.00
5.68, 47.15, 0.00, 0.00, 0.00
5.69, 47.15, 0.00, 0.00, 0.00
5.70, 47.14, 0.00, 0.00, 0.00
5.71, 47.14, 0.00, 0.00, 0.00
5.72, 47.13, 0.00, 0.00, 0.00
5.73, 47.13, 0.00, 0.00, 0.00
5.74, 47.12, 0.00, 0.00, 0.00
5.75, 47.12, 0.00, 0.00, 0.00
5.76, 47.11, 0.00, 0.00, 0.00
5.77, 47.11, 0.00, 0.00, 0.00
5.78, 47.10, 0.00, 0.00, 0.00
5.79, 47.10, 0.00, 0.00, 0.00
5.80, 47.09, 0.00, 0.00, 0.00
5.81, 47.09, 0.00, 0.00, 0.00
5.82, 47.08, 0.00, 0.00, 0.00
5.83, 47.08, 0.00, 0.00, 0.00
5.84, 47.07, 0.00, 0.00, 0.00
5.85, 47.07, 0.00, 0.00, 0.00
5.86, 47.06, 0.00, 0.00, 0.00
5.87, 47.06, 0.00, 0.00, 0.00
5.88, 47.05, 0.00, 0.00, 0.00
5.89, 47.05, 0.00, 0.00, 0.00
5.90, 47.04, 0.00, 0.00, 0.00
5.91, 47.04, 0.00, 0.00, 0.00
5.92, 47.03, 0.00, 0.00, 0.00
5.93, 47.03, 0.00, 0.00, 0.00
5.94, 47.02, 0.00, 0.00, 0.00
5.95, 47.02, 0.00, 0.00, 0.00
5.96, 47.01, 0.00, 0.00, 0.00
5.97, 47.01, 0.00, 0.00, 0.00
5.98, 47.00, 0.00, 0.00, 0.00
5.99, 47.00, 0.00, 0.00, 0.00
6.00, 46.99, 0.00, 0.00, 0.00
6.01, 46.99, 0.00, 0.00, 0.00
6.02, 46.98, 0.00, 0.00, 0.00
6.03, 46.98, 0.00, 0.00, 0.00
6.04, 46.97, 0.00, 0.00, 0.00
6.05, 46.97, 0.00, 0.00, 0.00
6.06, 46.96, 0.00, 0.00, 0.00
6.07, 46.96, 0.00, 0.00, 0.00
6.08, 46.95, 0.00, 0.00, 0.00
6.09, 46.95, 0.00, 0.00, 0.00
6.10, 46.94, 0.00, 0.00, 0.00
6.11, 46.94, 0.00, 0.00, 0.00
6.12, 46.93, 0.00, 0.00, 0.00
6.13, 46.93, 0.00, 0.00, 0.00
6.14, 46.92, 0.00, 0.00, 0.00
6.15, 46.92, 0.00, 0.00, 0.00
6.16, 46.91, 0.00, 0.00, 0.00
6.17, 46.91, 0.00, 0.00, 0.00
6.18, 46.90, 0.00, 0.00, 0.00
6.19, 46.90, 0.00, 0.00, 0.00
6.20, 46.89, 0.00, 0.00, 0.00
6.21, 46.89, 0.00, 0.00, 0.00
6.22, 46.88, 0.00, 0.00, 0.00
6.23, 46.88, 0.00, 0.00, 0.00
6.24, 46.87, 0.00, 0.00, 0.00
6.25, 46.87, 0.00, 0.00, 0.00
6.26, 46.86, 0.00, 0.00, 0.00
6.27, 46.86, 0.00, 0.00, 0.00
6.28, 46.85, 0.00, 0.00, 0.00
6.29, 46.85, 0.00, 0.00, 0.00
6.30, 46.84, 0.00, 0.00, 0.00
6.31, 46.84, 0.00, 0.00, 0.00
6.32, 46.83, 0.00, 0.00, 0.00
6.33, 46.83, 0.00, 0.00, 0.00
6.34, 46.82, 0.00, 0.00, 0.00
6.35, 46.82, 0.00, 0.00, 0.00
6.36, 46.81, 0.00, 0.00, 0.00
6.37, 46.81, 0.00, 0.00, 0.00
6.38, 46.80, 0.00, 0.00, 0.00
6.39, 46.80, 0.00, 0.00, 0.00
6.40, 46.79, 0.00, 0.00, 0.00
6.41, 46.79, 0.00, 0.00, 0.00
6.42, 46.78, 0.00, 0.00, 0.00
6.43, 46.78, 0.00, 0.00, 0.00
6.44, 46.77, 0.00, 0.00, 0.00
6.45, 46.77, 0.00, 0.00, 0.00
6.46, 46.76, 0.00, 0.00, 0.00
6.47, 46.76, 0.00, 0.00, 0.00
6.48, 46.75, 0.00, 0.00, 0.00
6.49, 46.75, 0.00, 0.00, 0.00
6.50, 46.74, 0.00, 0.00, 0.00
6.51, 46.74, 0.00, 0.00, 0.00
6.52, 46.73, 0.00, 0.00, 0.00
6.53, 46.73, 0.00, 0.00, 0.00
6.54, 46.72, 0.00, 0.00, 0.00
6.55, 46.72, 0.00, 0.00, 0.00
6.56, 46.71, 0.00, 0.00, 0.00
6.57, 46.71, 0.00, 0.00, 0.00
6.58, 46.70, 0.00, 0.00, 0.00
6.59, 46.70, 0.00, 0.00, 0.00
6.60, 46.69, 0.00, 0.00, 0.00
6.61, 46.69, 0.00, 0.00, 0.00
6.62, 46.68, 0.00, 0.00, 0.00
6.63, 46.68, 0.00, 0.00, 0.00
6.64, 46.67, 0.00, 0.00, 0.00
6.65, 46.67, 0.00, 0.00, 0.00
6.66, 46.66, 0.00, 0.00, 0.00
6.67, 46.66, 0.00, 0.00, 0.00
6.68, 46.65, 0.00, 0.00, 0.00
6.69, 46.65, 0.00, 0.00, 0.00
6.70, 46.64, 0.00, 0.00, 0.00
6.71, 46.64, 0.00, 0.00, 0.00
6.72, 46.63, 0.00, 0.00, 0.00
6.73, 46.63, 0.00, 0.00, 0.00
6.74, 46.62, 0.00, 0.00, 0.00
6.75, 46.62, 0.00, 0.00, 0.00
6.76, 46.61, 0.00, 0.00, 0.00
6.77, 46.61, 0.00, 0.00, 0.00
6.78, 46.60, 0.00, 0.00, 0.00
6.79, 46.60, 0.00, 0.00, 0.00
6.80, 46.59, 0.00, 0.00, 0.00
6.81, 46.59, 0.00, 0.00, 0.00
6.82, 46.58, 0.00, 0.00, 0.00
6.83, 46.58, 0.00, 0.00, 0.00
6.84, 46.57, 0.00, 0.00, 0.00
6.85, 46.57, 0.00, 0.00, 0.00
6.86, 46.56, 0.00, 0.00, 0.00
6.87, 46.56, 0.00, 0.00, 0.00
6.88, 46.55, 0.00, 0.00, 0.00
6.89, 46.55, 0.00, 0.00, 0.00
6.90, 46.54, 0.00, 0.00, 0.00
6.91, 46.54, 0.00, 0.00, 0.00
6.92, 46.53, 0.00, 0.00, 0.00
6.93, 46.53, 0.00, 0.00, 0.00
6.94, 46.52, 0.00, 0.00, 0.00
6.95, 46.52, 0.00, 0.00, 0.00
6.96, 46.51, 0.00, 0.00, 0.00
6.97, 46.51, 0.00, 0.00, 0.00
6.98, 46.50, 0.00, 0.00, 0.00
6.99, 46.50, 0.00, 0.00, 0.00
7.00, 46.49, 0.00, 0.00, 0.00
7.01, 46.49, 0.00, 0.00, 0.00
7.02, 46.48, 0.00, 0.00, 0.00
7.03, 46.48, 0.00, 0.00, 0.00
7.04, 46.47, 0.00, 0.00, 0.00
7.05, 46.47, 0.00, 0.00, 0.00
7.06, 46.46, 0.00, 0.00, 0.00
7.07, 46.46, 0.00, 0.00, 0.00
7.08, 46.45, 0.00, 0.00, 0.00
7.09, 46.45, 0.00, 0.00, 0.00
7.10, 46.44, 0.00, 0.00, 0.00
7.11, 46.44, 0.00, 0.00, 0.00
7.12, 46.43, 0.00, 0.00, 0.00
7.13, 46.43, 0.00, 0.00, 0.00
7.14, 46.42, 0.00, 0.00, 0.00
7.15, 46.42, 0.00, 0.00, 0.00
7.16, 46.41, 0.00, 0.00, 0.00
7.17, 46.41, 0.00, 0.00, 0.00
7.18, 46.40, 0.00, 0.00, 0.00
7.19, 46.40, 0.00, 0.00, 0.00
7.20, 46.39, 0.00, 0.00, 0.00
7.21, 46.39, 0.00, 0.00, 0.00
7.22, 46.38, 0.00, 0.00, 0.00
7.23, 46.38, 0.00, 0.00, 0.00
7.24, 46.37, 0.00, 0.00, 0.00
7.25, 46.37, 0.00, 0.00, 0.00
7.26, 46.36, 0.00, 0.00, 0.00
7.27, 46.36, 0.00, 0.00, 0.00
7.28, 46.35, 0.00, 0.00, 0.00
7.29, 46.35, 0.00, 0.00, 0.00
7.30, 46.34, 0.00, 0.00, 0.00
7.31, 46.34, 0.00, 0.00, 0.00
7.32, 46.33, 0.00, 0.00, 0.00
7.33, 46.33, 0.00, 0.00, 0.00
7.34, 46.32, 0.00, 0.00, 0.00
7.35, 46.32, 0.00, 0.00, 0.00
7.36, 46.31, 0.00, 0.00, 0.00
7.37, 46.31, 0.00, 0.00, 0.00
7.38, 46.30, 0.00, 0.00, 0.00
7.39, 46.30, 0.00, 0.00, 0.00
7.40, 46.29, 0.00, 0.00, 0.00
7.41, 46.29, 0.00, 0.00, 0.00
7.42, 46.28, 0.00, 0.00, 0.00
7.43, 46.28, 0.00, 0.00, 0.00
7.44, 46.27, 0.00, 0.00, 0.00
7.45, 46.27, 0.00, 0.00, 0.00
7.46, 46.26, 0.00, 0.00, 0.00
7.47, 46.26, 0.00, 0.00, 0.00
7.48, 46.25, 0.00, 0.00, 0.00
7.49, 46.25, 0.00, 0.00, 0.00
7.50, 46.24, 0.00, 0.00, 0.00
7.51, 46.24, 0.00, 0.00, 0.00
7.52, 46.23, 0.00, 0.00, 0.00
7.53, 46.23, 0.00, 0.00, 0.00
7.54, 46.22, 0.00, 0.00, 0.00
7.55, 46.22, 0.00, 0.00, 0.00
7.56, 46.21, 0.00, 0.00, 0.00
7.57, 46.21, 0.00, 0.00, 0.00
7.58, 46.20, 0.00, 0.00, 0.00
7.59, 46.20, 0.00, 0.00, 0.00
7.60, 46.19, 0.00, 0.00, 0.00
7.61, 46.19, 0.00, 0.00, 0.00
7.62, 46.18, 0.00, 0.00, 0.00
7.63, 46.18, 0.00, 0.00, 0.00
7.64, 46.17, 0.00, 0.00, 0.00
7.65, 46.17, 0.00, 0.00, 0.00
7.66, 46.16, 0.00, 0.00, 0.00
7.67, 46.16, 0.00, 0.00, 0.00
7.68, 46.15, 0.00, 0.00, 0.00
7.69, 46.15, 0.00, 0.00, 0.00
7.70, 46.14, 0.00, 0.00, 0.00
7.71, 46.14, 0.00, 0.00, 0.00
7.72, 46.13, 0.00, 0.00, 0.00
7.73, 46.13, 0.00, 0.00, 0.00
7.74, 46.12, 0.00, 0.00, 0.00
7.75, 46.12, 0.00, 0.00, 0.00
7.76, 46.11, 0.00, 0.00, 0.00
7.77, 46.11, 0.00, 0.00, 0.00
7.78, 46.10, 0.00, 0.00, 0.00
7.79, 46.10, 0.00, 0.00, 0.00
7.80, 46.09, 0.00, 0.00, 0.00
7.81, 46.09, 0.00, 0.00, 0.00
7.82, 46.08, 0.00, 0.00, 0.00
7.83, 46.08, 0.00, 0.00, 0.00
7.84, 46.07, 0.00, 0.00, 0.00
7.85, 46.07, 0.00, 0.00, 0.00
7.86, 46.06, 0.00, 0.00, 0.00
7.87, 46.06, 0.00, 0.00, 0.00
7.88, 46.05, 0.00, 0.00, 0.00
7.89, 46.05, 0.00, 0.00, 0.00
7.90, 46.04, 0.00, 0.00, 0.00
7.91, 46.04, 0.00, 0.00, 0.00
7.92, 46.03, 0.00, 0.00, 0.00
7.93, 46.03, 0.00, 0.00, 0.00
7.94, 46.02, 0.00, 0.00, 0.00
7.95, 46.02, 0.00, 0.00, 0.00
7.96, 46.01, 0.00, 0.00, 0.00
7.97, 46.01, 0.00, 0.00, 0.00
7.98, 46.00, 0.00, 0.00, 0.00
7.99, 46.00, 0.00, 0.00, 0.00
8.00, 45.99, 0.00, 0.00, 0.00
8.01, 45.99, 0.00, 0.00, 0.00
8.02, 45.98, 0.00, 0.00, 0.00
8.03, 45.98, 0.00, 0.00, 0.00
8.04, 45.97, 0.00, 0.00, 0.00
8.05, 45.97, 0.00, 0.00, 0.00
8.06, 45.96, 0.00, 0.00, 0.00
8.07, 45.96, 0.00, 0.00, 0.00
8.08, 45.95, 0.00, 0.00, 0.00
8.09, 45.95, 0.00, 0.00, 0.00
8.10, 45.94, 0.00, 0.00, 0.00
8.11, 45.94, 0.00, 0.00, 0.00
8.12, 45.93, 0.00, 0.00, 0.00
8.13, 45.93, 0.00, 0.00, 0.00
8.14, 45.92, 0.00, 0.00, 0.00
8.15, 45.92, 0.00, 0.00, 0.00
8.16, 45.91, 0.00, 0.00, 0.00
8.17, 45.91, 0.00, 0.00, 0.00
8.18, 45.90, 0.00, 0.00, 0.00
8.19, 45.90, 0.00, 0.00, 0.00
8.20, 45.89, 0.00, 0.00, 0.00
8.21, 45.89, 0.00, 0.00, 0.00
8.22, 45.88, 0.00, 0.00, 0.00
8.23, 45.88, 0.00, 0.00, 0.00
8.24, 45.87, 0.00, 0.00, 0.00
8.25, 45.87, 0.00, 0.00, 0.00
8.26, 45.86, 0.00, 0.00, 0.00
8.27, 45.86, 0.00, 0.00, 0.00
8.28, 45.85, 0.00, 0.00, 0.00
8.29, 45.85, 0.00, 0.00, 0.00
8.30, 45.84, 0.00, 0.00, 0.00
8.31, 45.84, 0.00, 0.00, 0.00
8.32, 45.83, 0.00, 0.00, 0.00
8.33, 45.83, 0.00, 0.00, 0.00
8.34, 45.82, 0.00, 0.00, 0.00
8.35, 45.82, 0.00, 0.00, 0.00
8.36, 45.81, 0.00, 0.00, 0.00
8.37, 45.81, 0.00, 0.00, 0.00
8.38, 45.80, 0.00, 0.00, 0.00
8.39, 45.80, 0.00, 0.00, 0.00
8.40, 45.79, 0.00, 0.00, 0.00
8.41, 45.79, 0.00, 0.00, 0.00
8.42, 45.78, 0.00, 0.00, 0.00
8.43, 45.78, 0.00, 0.00, 0.00
8.44, 45.77, 0.00, 0.00, 0.00
8.45, 45.77, 0.00, 0.00, 0.00
8.46, 45.76, 0.00, 0.00, 0.00
8.47, 45.76, 0.00, 0.00, 0.00
8.48, 45.75, 0.00, 0.00, 0.00
8.49, 45.75, 0.00, 0.00, 0.00
8.50, 45.74, 0.00, 0.00, 0.00
8.51, 45.74, 0.00, 0.00, 0.00
8.52, 45.73, 0.00, 0.00, 0.00
8.53, 45.73, 0.00, 0.00, 0.00
8.54, 45.72, 0.00, 0.00, 0.00
8.55, 45.72, 0.00, 0.00, 0.00
8.56, 45.71, 0.00, 0.00, 0.00
8.57, 45.71, 0.00, 0.00, 0.00
8.58, 45.70, 0.00, 0.00, 0.00
8.59, 45.70, 0.00, 0.00, 0.00
8.60, 45.69, 0.00, 0.00, 0.00
8.61, 45.69, 0.00, 0.00, 0.00
8.62, 45.68, 0.00, 0.00, 0.00
8.63, 45.68, 0.00, 0.00, 0.00
8.64, 45.67, 0.00, 0.00, 0.00
8.65, 45.67, 0.00, 0.00, 0.00
8.66, 45.66, 0.00, 0.00, 0.00
8.67, 45.66, 0.00, 0.00, 0.00
8.68, 45.65, 0.00, 0.00, 0.00
8.69, 45.65, 0.00, 0.00, 0.00
8.70, 45.64, 0.00, 0.00, 0.00
8.71, 45.64, 0.00, 0.00, 0.00
8.72, 45.63, 0.00, 0.00, 0.00
8.73, 45.63, 0.00, 0.00, 0.00
8.74, 45.62, 0.00, 0.00, 0.00
8.75, 45.62, 0.00, 0.00, 0.00
8.76, 45.61, 0.00, 0.00, 0.00
8.77, 45.61, 0.00, 0.00, 0.00
8.78, 45.60, 0.00, 0.00, 0.00
8.79, 45.60, 0.00, 0.00, 0.00
8.80, 45.59, 0.00, 0.00, 0.00
8.81, 45.59, 0.00, 0.00, 0.00
8.82, 45.58, 0.00, 0.00, 0.00
8.83, 45.58, 0.00, 0.00, 0.00
8.84, 45.57, 0.00, 0.00, 0.00
8.85, 45.57, 0.00, 0.00, 0.00
8.86, 45.56, 0.00, 0.00, 0.00
8.87, 45.56, 0.00, 0.00, 0.00
8.88, 45.55, 0.00, 0.00, 0.00
8.89, 45.55, 0.00, 0.00, 0.00
8.90, 45.54, 0.00, 0.00, 0.00
8.91, 45.54, 0.00, 0.00, 0.00
8.92, 45.53, 0.00, 0.00, 0.00
8.93, 45.53, 0.00, 0.00, 0.00
8.94, 45.52, 0.00, 0.00, 0.00
8.95, 45.52, 0.00, 0.00, 0.00
8.96, 45.51, 0.00, 0.00, 0.00
8.97, 45.51, 0.00, 0.00, 0.00
8.98, 45.50, 0.00, 0.00, 0.00
8.99, 45.50, 0.00, 0.00, 0.00
9.00, 45.49, 0.00, 0.00, 0.00
9.01, 45.49, 0.00, 0.00, 0.00
9.02, 45.48, 0.00, 0.00, 0.00
9.03, 45.48, 0.00, 0.00, 0.00
9.04, 45.47, 0.00, 0.00, 0.00
9.05, 45.47, 0.00, 0.00, 0.00
9.06, 45.46, 0.00, 0.00, 0.00
9.07, 45.46, 0.00, 0.00, 0.00
9.08, 45.45, 0.00, 0.00, 0.00
9.09, 45.45, 0.00, 0.00, 0.00
9.10, 45.44, 0.00, 0.00, 0.00
9.11, 45.44, 0.00, 0.00, 0.00
9.12, 45.43, 0.00, 0.00, 0.00
9.13, 45.43, 0.00, 0.00, 0.00
9.14, 45.42, 0.00, 0.00, 0.00
9.15, 45.42, 0.00, 0.00, 0.00
9.16, 45.41, 0.00, 0.00, 0.00
9.17, 45.41, 0.00, 0.00, 0.00
9.18, 45.40, 0.00, 0.00, 0.00
9.19, 45.40, 0.00, 0.00, 0.00
9.20, 45.39, 0.00, 0.00, 0.00
9.21, 45.39, 0.00, 0.00, 0.00
9.22, 45.38, 0.00, 0.00, 0.00
9.23, 45.38, 0.00, 0.00, 0.00
9.24, 45.37, 0.00, 0.00, 0.00
9.25, 45.37, 0.00, 0.00, 0.00
9.26, 45.36, 0.00, 0.00, 0.00
9.27, 45.36, 0.00, 0.00, 0.00
9.28, 45.35, 0.00, 0.00, 0.00
9.29, 45.35, 0.00, 0.00, 0.00
9.30, 45.34, 0.00, 0.00, 0.00
9.31, 45.34, 0.00, 0.00, 0.00
9.32, 45.33, 0.00, 0.00, 0.00
9.33, 45.33, 0.00, 0.00, 0.00
9.34, 45.32, 0.00, 0.00, 0.00
9.35, 45.32, 0.00, 0.00, 0.00
9.36, 45.31, 0.00, 0.00, 0.00
9.37, 45.31, 0.00, 0.00, 0.00
9.38, 45.30, 0.00, 0.00, 0.00
9.39, 45.30, 0.00, 0.00, 0.00
9.40, 45.29, 0.00, 0.00, 0.00
9.41, 45.29, 0.00, 0.00, 0.00
9.42, 45.28, 0.00, 0.00, 0.00
9.43, 45.28, 0.00, 0.00, 0.00
9.44, 45.27, 0.00, 0.00, 0.00
9.45, 45.27, 0.00, 0.00, 0.00
9.46, 45.26, 0.00, 0.00, 0.00
9.47, 45.26, 0.00, 0.00, 0.00
9.48, 45.25, 0.00, 0.00, 0.00
9.49, 45.25, 0.00, 0.00, 0.00
9.50, 45.24, 0.00, 0.00, 0.00
9.51, 45.24, 0.00, 0.00, 0.00
9.52, 45.23, 0.00, 0.00, 0.00
9.53, 45.23, 0.00, 0.00, 0.00
9.54, 45.22, 0.00, 0.00, 0.00
9.55, 45.22, 0.00, 0.00, 0.00
9.56, 45.21, 0.00, 0.00, 0.00
9.57, 45.21, 0.00, 0.00, 0.00
9.58, 45.20, 0.00, 0.00, 0.00
9.59, 45.20, 0.00, 0.00, 0.00
9.60, 45.19, 0.00, 0.00, 0.00
9.61, 45.19, 0.00, 0.00, 0.00
9.62, 45.18, 0.00, 0.00, 0.00
9.63, 45.18, 0.00, 0.00, 0.00
9.64, 45.17, 0.00, 0.00, 0.00
9.65, 45.17, 0.00, 0.00, 0.00
9.66, 45.16, 0.00, 0.00, 0.00
9.67, 45.16, 0.00, 0.00, 0.00
9.68, 45.15, 0.00, 0.00, 0.00
9.69, 45.15, 0.00, 0.00, 0.00
9.70, 45.14, 0.00, 0.00, 0.00
9.71, 45.14, 0.00, 0.00, 0.00
9.72, 45.13, 0.00, 0.00, 0.00
9.73, 45.13, 0.00, 0.00, 0.00
9.74, 45.12, 0.00, 0.00, 0.00
9.75, 45.12, 0.00, 0.00, 0.00
9.76, 45.11, 0.00, 0.00, 0.00
9.77, 45.11, 0.00, 0.00, 0.00
9.78, 45.10, 0.00, 0.00, 0.00
9.79, 45.10, 0.00, 0.00, 0.00
9.80, 45.09, 0.00, 0.00, 0.00
9.81, 45.09, 0.00, 0.00, 0.00
9.82, 45.08, 0.00, 0.00, 0.00
9.83, 45.08, 0.00, 0.00, 0.00
9.84, 45.07, 0.00, 0.00, 0.00
9.85, 45.07, 0.00, 0.00, 0.00
9.86, 45.06, 0.00, 0.00, 0.00
9.87, 45.06, 0.00, 0.00, 0.00
9.88, 45.05, 0.00, 0.00, 0.00
9.89, 45.05, 0.00, 0.00, 0.00
9.90, 45.04, 0.00, 0.00, 0.00
9.91, 45.04, 0.00, 0.00, 0.00
9.92, 45.03, 0.00, 0.00, 0.00
9.93, 45.03, 0.00, 0.00, 0.00
9.94, 45.02, 0.00, 0.00, 0.00
9.95, 45.02, 0.00, 0.00, 0.00
9.96, 45.01, 0.00, 0.00, 0.00
9.97, 45.01, 0.00, 0.00, 0.00
9.98, 45.00, 0.00, 0.00, 0.00
9.99, 45.00, 0.00, 0.00, 0.00
10.00, 44.99, 0.00, 0.00, 0.00
